BarrelTemperatureZoneType,1001,ObjectType
RequestDatasetListEventType,1002,ObjectType
ProductionDatasetListsType,1003,ObjectType
MessageConditionType,1004,ObjectType
MouldCycleParametersType,1005,ObjectType
RequestDatasetReadEventType,1006,ObjectType
RequestDatasetWriteEventType,1007,ObjectType
ProductionDatasetManagementType,1008,ObjectType
MachineInformationType,1009,ObjectType
ParameterChangeLogType,1010,ObjectType
LogbookEventType,1011,ObjectType
ProductionDatasetChangeLogType,1012,ObjectType
StandstilReasonlLogType,1013,ObjectType
MachineModeChangeLogType,1014,ObjectType
UserLogType,1015,ObjectType
MachineConfigurationType,1016,ObjectType
ProductionControlType,1017,ObjectType
MachineMESConfigurationType,1018,ObjectType
MachineStatusType,1019,ObjectType
MachineMESStatusType,1020,ObjectType
ActiveJobValuesType,1021,ObjectType
RequestJobWriteEventType,1023,ObjectType
CyclicJobInformationType,1024,ObjectType
RequestCyclicJobWriteEventType,1025,ObjectType
StandstillMessageType,1026,ObjectType
RequestJobListEventType,1027,ObjectType
RequestCyclicJobListEventType,1028,ObjectType
MouldType,1029,ObjectType
TemperatuerZoneType,1030,ObjectType
ActiveCyclicJobValuesType,1031,ObjectType
JobsType,1032,ObjectType
PowerUnitType,1033,ObjectType
MouldTemperatureZoneType,1034,ObjectType
HydraulicUnitType,1035,ObjectType
ElectricDriveType,1036,ObjectType
JobInformationType,1037,ObjectType
CycleParametersEventType,1038,ObjectType
ProductionDatasetStatusType,1039,ObjectType
RequestProductionDatasetList,1040,ObjectType
MessageLogType,1042,ObjectType
SequenceChangeLogType,1043,ObjectType
ProductionStatusLogType,1044,ObjectType
UserType,1045,ObjectType
UserFeedbackLogType,1046,ObjectType
TemperatureZoneCycleParametersType,1047,ObjectType
UsersType,1048,ObjectType
PowerUnitsType,1049,ObjectType
MouldsType,1050,ObjectType
MESMessageType,1051,ObjectType
TemperatureZonesType,1055,ObjectType
TemperatureConfigurationEnumeration,3001,DataType
ProductionDatasetComponentEnumeration,3002,DataType
ProductionDatasetWriteOptions,3004,DataType
StorageEnumeration,3005,DataType
ProductionDatasetInformationType,3006,DataType
EuromapProfileType,3007,DataType
MouldStatusEnumeration,3008,DataType
LogbookEventsEnumeration,3009,DataType
UserChangeEnumeration,3010,DataType
MachineModeEnumeration,3011,DataType
SequenceChangeEnumeration,3012,DataType
PageEntryDataType,3014,DataType
StandstillReasonType,3015,DataType
ProductionStatusEnumeration,3016,DataType
JobStatusEnumeration,3017,DataType
EventOriginatorEnumeration,3018,DataType
CycleQualityEnumeration,3019,DataType
CavityCycleQualityEnumeration,3020,DataType
JobListElementType,3021,DataType
CyclicJobListElementType,3022,DataType
DefaultBinary,5001,Object
DefaultXml,5002,Object
Server_Namespaces_S__www_euromap_org_euromap83_,5003,Object
ProductionDatasetWriteOptions_Encoding_DefaultBinary,5005,Object
ProductionDatasetWriteOptions_Encoding_DefaultXml,5006,Object
ProductionDatasetManagementType_ProductionDatasetLists,5007,Object
ProductionDatasetManagementType_ProductionDatasetTransfer,5008,Object
EuromapProfileType_Encoding_DefaultBinary,5014,Object
EuromapProfileType_Encoding_DefaultXml,5015,Object
UsersType_User__Nr_,5016,Object
TemperatureZonesType_TemperatureZone__Nr_,5018,Object
MouldType_TemperatureZones,5019,Object
MouldsType_Mould__Nr_,5020,Object
